year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,86381.11414718298,51,26,9019538904.119963,274550535.69917464,7842132.228478156,627370578.2782524,1531686827.383352,2159057405.6616044,11178596309.781567
2030,192912.81713965908,44143.31782783346,51,16,3233571662.1965966,294514945.95068836,5577482.39988761,446198591.9910088,1092861856.5753522,1539060448.566361,4772632110.762958
2040,192912.81713965908,17489.981088009376,51,5,1086350572.2904637,351302487.7962123,8107893.626441791,648631490.1153432,1540463733.5906663,2189095223.7060094,3275445795.9964733
2050,192912.81713965908,0.0,51,0,0.0,374163006.2766704,9263936.59601365,741114927.681092,1791048080.9892082,2532163008.6703005,2532163008.6703005
