year,num_buildout,capacity,investment_cost,cycles_per_year
2025,1,62.31689159293522,1368411.944995926,93.24067599892325
2030,1,175.22469879289133,2479334.0634665564,122.65377502122773
2040,1,492.7026089109414,6971473.598454237,107.10259707081745
2050,1,10784.394265822702,225994484.6018213,143.72737731893483
