year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,274954644.46094763,7188209.818060631,575056785.4448504,1276745109.5067773,1851801894.951628
2030,NT,294851702.77730936,8983361.520688534,718668921.6550827,1592708689.6290457,2311377611.284128
2040,DE,368127538.03458834,18324398.46062421,1465951876.849937,3238924618.0285645,4704876494.878501
2040,GA,327534045.9245657,12511700.690304577,1000936055.2243662,2208185961.4533486,3209122016.677715
2040,NT,359450020.20150775,16966006.803640895,1357280544.2912717,3002106268.0911126,4359386812.382384
2050,DE,397400031.09682125,22928005.296206918,1834240423.6965535,4059015424.5456386,5893255848.242191
2050,GA,352444087.51548076,15890741.473785592,1271259317.9028473,2814188263.0723605,4085447580.975208
