,Building Generators (€),Building Transmission Lines (€),Building Batteries (€),Energy Production Cost (w/o Emissions) (€),CO2 Emissions Cost (€),Production Cost with Emissions (€),Load Shedding Cost (€),Curtailment Cost (€),Total Cost (€)
0,571948000.0653648,0.0,39526.064892362345,6622479789.712228,3454191022.145433,10076670811.85766,100505543.62207717,0.0,10749163881.609999
