year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,29407995.856792632,0.0,47391355.78929558,107026090.48504336,38308206.11648513,51594248.445902884,273727896.6935196
2030,20915558.999578513,0.0,46484141.41809566,104207085.2631679,41031155.29239256,80615827.24337682,293253768.2166115
2040,27340874.816909313,1802191.9307335902,53022784.53133167,126066978.2173979,41029983.81620208,100745963.49150243,350008776.80407697
2050,32653816.61458027,1227026.8355709515,58133719.98565425,135517276.78253087,40993115.657805055,104591399.85787138,373116355.73401284
