lower_bound,upper_bound,count,percent_of_interval
26.999,27.1,44,0.5361276958693798
27.1,27.2,348,4.240282685512367
27.2,27.3,120,1.4621664432801267
27.3,27.4,753,9.175094431582794
27.4,27.5,1001,12.19690508102839
27.5,27.6,450,5.483124162300475
27.6,27.7,1357,16.5346655294261
27.7,27.8,1188,14.475447788473256
27.8,27.9,824,10.040209577190204
27.9,28.0,2122,25.855976605336906
