lower_bound,upper_bound,count,percent_of_interval
18.999,19.1,1229,28.594695207073055
19.1,19.2,280,6.514657980456026
19.2,19.3,949,22.08003722661703
19.3,19.4,398,9.260120986505353
19.4,19.5,616,14.332247557003258
19.5,19.6,342,7.957189390414146
19.6,19.7,215,5.002326663564449
19.7,19.8,216,5.025593299208935
19.8,19.9,49,1.1400651465798046
19.9,20.0,4,0.09306654257794324
