lower_bound,upper_bound,count,percent_of_interval
27.999,28.1,1204,24.682246822468223
28.1,28.2,710,14.555145551455514
28.2,28.3,572,11.726117261172611
28.3,28.4,278,5.699056990569906
28.4,28.5,247,5.063550635506355
28.5,28.6,636,13.038130381303814
28.6,28.7,308,6.314063140631407
28.7,28.8,151,3.0955309553095534
28.8,28.9,511,10.47560475604756
28.9,29.0,261,5.350553505535055
