lower_bound,upper_bound,count,percent_of_interval
53.999,54.1,0,0.0
54.1,54.2,37,1.3983371126228268
54.2,54.3,199,7.520786092214664
54.3,54.4,275,10.393046107331822
54.4,54.5,50,1.889644746787604
54.5,54.6,14,0.5291005291005291
54.6,54.7,377,14.247921390778535
54.7,54.8,528,19.954648526077097
54.8,54.9,262,9.901738473167045
54.9,55.0,904,34.16477702191988
