year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,45250901.27719401,2213191.2651728904,35645203.288517684,103269450.62054835,37397835.33564296,51524229.18231644,275300810.96939236
2030,NT,31205191.367278628,2149455.077658236,35907325.66559499,110439690.06188607,38379540.8223024,77369473.68384035,295450676.6785607
2040,DE,17099146.81904415,1293147.8382286334,14153944.24052893,49583164.74347078,12793180.2741008,27991811.134029806,122914395.04940309
2040,GA,11879556.349977678,922246.54574396,12717785.192063957,43523884.82089781,12793180.2741008,27522011.539700206,109358664.72248441
2040,NT,15913539.345562026,1185836.5870135913,14042469.748373536,48152571.19022053,12793180.2741008,27931705.01669685,120019302.16196734
2050,DE,30634872.531931538,2277984.7115915385,22957102.820092898,81501821.16901502,19189770.4111512,42232107.188281626,198793658.83206382
2050,GA,20544099.857679725,1675327.8386867966,20808666.87121941,72020520.39275113,19189770.4111512,42087516.13442927,176325901.50591755
