year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,275300810.96939236,9802665.285597585,784213222.8478069,1825586468.3868926,2609799691.2346997
2030,NT,295450676.6785607,6971852.999859527,557748239.9887621,1278549663.53765,1836297903.5264122
2040,DE,368743185.1482093,11578498.886419699,926279910.9135758,2122400939.4496787,3048680850.3632545
2040,GA,328075994.1674532,8068425.286645448,645474022.9316359,1470900090.0372882,2116374112.968924
2040,NT,360057906.485902,10757676.92609108,860614154.0872865,1971248266.5577562,2831862420.6450424
2050,DE,397587317.66412765,13802978.616654862,1104238289.332389,2533010216.4925942,3637248505.8249836
2050,GA,352651803.01183504,9356862.87337891,748549029.8703129,1701389537.3611782,2449938567.231491
