Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
27048112881.21046,,91.13892316818237,71.231618642807,91.57596063613892,162.80757927894592,1086512,675256,1822256,0,0,0,2
