year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,14784,20,0.13528138528138528
2030,NT,14784,59,0.3990800865800866
2040,DE,14784,47,0.3179112554112554
2040,GA,14784,88,0.5952380952380952
2040,NT,14784,34,0.229978354978355
2050,DE,14784,21,0.14204545454545456
2050,GA,14784,43,0.29085497835497837
