year,DE,GA,NT,Average
2025,,,52.91739128551134,52.91739128551134
2030,,,51.31619402310602,51.31619402310602
2040,53.060848962113035,50.83914887306896,52.0216504799749,51.97388277171896
2050,73.61279968345221,51.163103461547024,,62.38795157249962
