year,scenario,ES1 0,ES1 1,ES1 2,ES1 3,ES1 4,ES1 5,ES1 6,ES1 7,ES1 8,PT1 0,PT1 1
2025,NT,52.893891504884984,52.101665608833066,52.71821866655782,52.23215926381576,52.657847123210615,52.801967999666125,53.36236842218735,53.29812169777118,53.221523860714406,53.1125253825502,53.69101461043327
2030,NT,50.76910765759137,50.54022072309179,50.923806163409175,50.7502098336872,51.16388749566187,51.303851753091955,51.546030474578735,51.785928401721634,51.40997995297475,51.87874598043462,52.406365817923145
2040,DE,52.3470895010732,52.32526928312417,52.660399675562886,52.49674478080279,52.92425306747021,53.06910307852346,53.303842956469595,53.567766911426325,53.16315286703001,53.64557733532187,54.16613912643888
2040,GA,50.363518335574426,50.130563925487294,50.47390142106358,50.27206922161754,50.681850198255546,50.820495030841094,51.090628467014994,51.29802981797708,50.95577993284047,51.324174115354786,51.81962713773167
2040,NT,51.36737636706469,51.30495059699847,51.62951117998943,51.46511496855218,51.88455147918577,52.026555899081345,52.26035831122907,52.51542343729813,52.12242239372015,52.57722780481441,53.084662841790205
2050,DE,72.47966436979462,72.67217776931159,73.11420958498097,72.87298031013532,73.46406550976246,73.6651315633077,74.00757247599776,74.3573259801287,73.81223699147448,74.35483139729773,74.94060056578307
2050,GA,50.664052749564995,50.47892812437059,50.83514886470206,50.58650078390784,50.99877674003545,51.138356775868345,51.45628989614895,51.61887835092636,51.32047623570367,51.611670335275754,52.085059220513315
