dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,103488,938,0.9063852813852814
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,103488,742,0.716991341991342
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,2,2.631578947368421
branch_flow_new_duals_max,178752,26325,14.727107948442535
branch_flow_new_duals_min,178752,64782,36.24127282491944
branch_flow_old_duals_max,178752,26301,14.713681525241675
branch_flow_old_duals_min,178752,64767,36.232881310418904
emissions_duals,7,0,0.0
gen_extension_duals,204,127,62.254901960784316
gen_output_new_duals,479808,385008,80.2420968387355
gen_output_old_duals,479808,385018,80.24418100573563
load_shedding_duals,103488,0,0.0
power_balance_duals,103488,103488,100.0
