year,num_buildout,capacity,investment_cost,cycles_per_year
2025,3,10608.501153488432,232951280.55749145,191.37143681362818
2030,1,11606.074912295402,21905647.29195671,49.9206181855467
2040,2,19459.75328360856,172458333.860148,125.56733349475542
2050,3,43553.95100033108,529082679.1558793,150.19116980050754
