year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,30138346.149005767,4276798.658028427,42041674.73690607,109372442.51436625,38293177.25499881,51594248.445902884,275716687.7592082
2030,37765746.82554113,5514559.57591594,45335497.78189144,117310001.63297777,38262296.951427385,51594248.445902884,295782351.21365654
2040,68214303.89663233,10009181.528785974,50656321.7543809,134095320.55496116,38252741.86554238,51594248.44590288,352822118.0462056
2050,83671521.99473555,11420433.50105606,52119287.504967414,139010052.29734793,38269319.35924043,51594248.445902884,376084863.10325027
