year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,6510056499.852294,418048442.54823536,594026.8012349375,1086879.309321662,0.0,291316.92362209404,6930077165.434708
2030,5615542134.252994,143604070.4933592,720821.5050169193,1341599.2423319737,0.0,388422.5648294587,5761597048.058532
2040,6764673804.010414,263924307.07451835,822199.6457768106,1624129.673171082,0.0,485528.2060368234,7031529968.609917
2050,7141028891.524124,381801830.36481297,820900.285644632,1705727.3467624572,0.0,582633.8472441881,7525939983.368588
