year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,124058913.46858299,5792.004312046468,40166204.26355037,73120551.24799111,15130152.62365348,29131692.362209402
2030,101395004.41202773,3861.3362080309785,49344150.959425844,90518586.92274654,20173536.831537973,38842256.48294587
2040,117168759.7640159,180714.78762827374,57863767.29744389,110086891.96752618,25011298.952949245,48552820.60368233
2050,122829661.13355106,1370837.8880227364,60117114.535076275,115277407.50309144,25011298.952949245,58263384.724418804
