year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,19605330.57119496,0.0,60914675.559314616,98264797.32064618,38254270.43268041,51594248.445902884
2030,13943705.999718955,0.0,55287831.21704453,76416081.59356563,63776849.80148553,79769813.09134762
2040,17979814.865106605,1334563.219629496,61225317.232966386,97807340.07971872,63796444.56137373,103732353.67073447
2050,21673061.216522213,874576.6314773567,64344716.13751355,110179208.99648783,63815660.08717492,108276319.29606605
