year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,2767151165.538989,461527749.37283903,979088.4047457397,1266630.3563045927,0.0,611085.5940130838,3231535719.2668915
2030,2476108419.5347958,349304649.7170117,840181.9651664866,1267767.4456750238,0.0,969618.5557141145,2828490637.218363
2040,3775437515.50695,513949592.88607657,839006.8910344824,1350306.3655977752,0.0,1207100.4233200108,4292783522.0729785
2050,4438524164.174556,626636722.0642605,866620.3992278075,1414392.2344403449,0.0,1232941.0613356826,5068674839.933821
