scenario,year,dual_value
NT,2025,-183.79457335635863
NT,2030,-98.52762302963158
NT,2040,-31.017877109430135
GA,2040,-3.912424453766276
DE,2040,-889.0166417954038
GA,2050,-48.76511737141529
DE,2050,-8992.615042439753
