year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,89158232.97330186,7037589.197415382,43202338.40168092,89584372.07956737,19154103.058242563,25797124.222951442
2030,74626127.00195721,4623563.51051495,49290881.65046857,104856347.42914364,25538804.07765675,34396165.63060192
2040,93160952.49589899,7824740.295758039,55037092.94024247,125839660.03078663,25538804.077656746,42995207.0382524
2050,99262851.26962213,8937832.902863933,55781901.976187885,132640699.2079425,25538804.07765675,51594248.445902884
