,lower_bound,upper_bound,count,percent,count_2025,count_2030,count_2040,count_2050
0,0.0,1.0,28359,54.80635435992579,3630,4675,12480,7574
1,54.0,55.0,10281,19.868970315398887,2173,1244,3966,2898
2,55.0,56.0,6670,12.890383426097712,601,800,2982,2287
3,53.0,54.0,3985,7.701376004947434,835,500,1591,1059
4,56.0,57.0,1262,2.438930117501546,118,130,580,434
5,57.0,58.0,717,1.3856679035250463,25,36,377,279
6,58.0,59.0,257,0.4966759431045145,1,1,146,109
7,69.0,70.0,54,0.10435992578849722,0,0,13,41
8,52.0,53.0,47,0.09083178726035869,9,5,21,12
9,68.0,69.0,43,0.08310142238713666,0,0,11,32
10,70.0,inf,39,0.07537105751391465,0,0,1,38
11,67.0,68.0,22,0.04251700680272109,0,0,6,16
12,66.0,67.0,7,0.013528138528138528,0,0,2,5
13,51.0,52.0,1,0.001932591218305504,0,1,0,0
14,11.0,12.0,0,0.0,0,0,0,0
15,7.0,8.0,0,0.0,0,0,0,0
16,43.0,44.0,0,0.0,0,0,0,0
17,44.0,45.0,0,0.0,0,0,0,0
18,45.0,46.0,0,0.0,0,0,0,0
19,46.0,47.0,0,0.0,0,0,0,0
20,47.0,48.0,0,0.0,0,0,0,0
21,48.0,49.0,0,0.0,0,0,0,0
22,49.0,50.0,0,0.0,0,0,0,0
23,50.0,51.0,0,0.0,0,0,0,0
24,10.0,11.0,0,0.0,0,0,0,0
25,9.0,10.0,0,0.0,0,0,0,0
26,8.0,9.0,0,0.0,0,0,0,0
27,6.0,7.0,0,0.0,0,0,0,0
28,12.0,13.0,0,0.0,0,0,0,0
29,5.0,6.0,0,0.0,0,0,0,0
30,4.0,5.0,0,0.0,0,0,0,0
31,59.0,60.0,0,0.0,0,0,0,0
32,60.0,61.0,0,0.0,0,0,0,0
33,61.0,62.0,0,0.0,0,0,0,0
34,62.0,63.0,0,0.0,0,0,0,0
35,63.0,64.0,0,0.0,0,0,0,0
36,64.0,65.0,0,0.0,0,0,0,0
37,65.0,66.0,0,0.0,0,0,0,0
38,3.0,4.0,0,0.0,0,0,0,0
39,2.0,3.0,0,0.0,0,0,0,0
40,42.0,43.0,0,0.0,0,0,0,0
41,41.0,42.0,0,0.0,0,0,0,0
42,40.0,41.0,0,0.0,0,0,0,0
43,25.0,26.0,0,0.0,0,0,0,0
44,13.0,14.0,0,0.0,0,0,0,0
45,14.0,15.0,0,0.0,0,0,0,0
46,15.0,16.0,0,0.0,0,0,0,0
47,16.0,17.0,0,0.0,0,0,0,0
48,17.0,18.0,0,0.0,0,0,0,0
49,18.0,19.0,0,0.0,0,0,0,0
50,19.0,20.0,0,0.0,0,0,0,0
51,20.0,21.0,0,0.0,0,0,0,0
52,21.0,22.0,0,0.0,0,0,0,0
53,22.0,23.0,0,0.0,0,0,0,0
54,23.0,24.0,0,0.0,0,0,0,0
55,24.0,25.0,0,0.0,0,0,0,0
56,26.0,27.0,0,0.0,0,0,0,0
57,39.0,40.0,0,0.0,0,0,0,0
58,27.0,28.0,0,0.0,0,0,0,0
59,28.0,29.0,0,0.0,0,0,0,0
60,29.0,30.0,0,0.0,0,0,0,0
61,30.0,31.0,0,0.0,0,0,0,0
62,31.0,32.0,0,0.0,0,0,0,0
63,32.0,33.0,0,0.0,0,0,0,0
64,33.0,34.0,0,0.0,0,0,0,0
65,34.0,35.0,0,0.0,0,0,0,0
66,1.0,2.0,0,0.0,0,0,0,0
67,36.0,37.0,0,0.0,0,0,0,0
68,37.0,38.0,0,0.0,0,0,0,0
69,38.0,39.0,0,0.0,0,0,0,0
70,35.0,36.0,0,0.0,0,0,0,0
