dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,103488,3287,3.176213667285096
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,103488,3502,3.383967223252937
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,3,3.9473684210526314
branch_flow_new_duals_max,178752,25570,14.304735051915504
branch_flow_new_duals_min,178752,64787,36.24406999641962
branch_flow_old_duals_max,178752,25530,14.282357679914071
branch_flow_old_duals_min,178752,64794,36.24798603651987
emissions_duals,7,0,0.0
gen_extension_duals,204,105,51.470588235294116
gen_output_new_duals,479808,354938,73.97500666933439
gen_output_old_duals,479808,354913,73.96979625183407
load_shedding_duals,103488,0,0.0
power_balance_duals,103488,103488,100.0
