Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,22338017090.103226,,585.6717319488525,137.0433325767517,586.2217795848846,723.2651121616364,1895688,1440348,3869565,0,0,0,2
EV,22031439438.82208,,263.9489951133728,69.6974127292633,264.1974205970764,333.8948333263397,632328,823312,2150346,0,0,0,2
EEV,24037140768.44719,,9.065521955490112,133.4722020626068,9.658800601959229,143.13100266456604,1895688,1440348,3869565,0,0,0,2
EVPI,22126174926.388706,,290.6569538116455,82.47131379445393,291.05832699934643,373.52964079380035,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,972725419.5760416,,55.825421363414605,4.515917646548951,55.83327593613778,56.34992590829972,326198.1493509735,2.0655911179772892,44418.471400983624,0.0,0.0,0.0,0.0
