year,AIC,expected_OC,total_cost
2025,7590494840.550843,2609799691.2346992,10200294531.785542
2030,3043763099.8467426,1836297903.5264122,4880061003.373155
2040,960548558.0058017,2665639127.992407,3626187685.9982085
2050,587880332.4177709,3043593536.5282373,3631473868.946008
