scenario,year,dual_value
NT,2025,-32514.833030767055
NT,2030,-32526.088533866532
NT,2040,-10842.029511288845
GA,2040,-10799.934981852768
DE,2040,-10842.029511288845
GA,2050,-16155.310912218296
DE,2050,-16155.310912218296
