Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,24194138991.196133,,170.61863803863525,106.17014861106873,171.08272242546082,277.25287103652954,1629488,1181276,3144995,0,0,0,2
EV,23877930285.31696,,69.89463901519775,53.84786343574524,70.07208275794983,123.91994619369508,543536,675252,1736240,0,0,0,2
EEV,24469264742.61746,,3.5343329906463623,105.74234199523926,3.9587514400482178,109.70109343528748,1629488,1181276,3144995,0,0,0,2
EVPI,23971126065.109386,,66.75803732872009,65.72392582893372,67.05637391408284,132.78029974301657,1267504.0,675257.3333333334,1850928.0,0.0,0.0,0.0,2.0
EVPI std,1111757284.8613803,,0.6733528469081651,4.709124112817206,0.6453637136730006,4.516601061506434,280391.6007187091,2.0655911179772892,44418.471400983624,0.0,0.0,0.0,0.0
