scenario,year,dual_value
NT,2025,-983.7076341498778
NT,2030,-587.4241194458806
NT,2040,-25.206046510805965
GA,2040,-3.9101908561393075
DE,2040,-43.25367602575395
GA,2050,-45.1529661018983
DE,2050,-9070.004456327986
