year,AIC,expected_OC,total_cost
2025,19958001862.884148,18906614917.400375,38864616780.28452
2030,8428337728.450302,771368000.9670686,9199705729.41737
2040,1934627342.2672095,1071804117.6255229,3006431459.8927326
2050,616668890.8033867,1248920541.9703689,1865589432.7737556
