year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,2291494752.0882006,191601669.74165165,718517.1902566205,1564149.2032229775,0.0,392002.0026390292,2485771090.2259703
2030,2742853868.958007,265319218.30663306,781320.0533127413,1649840.1625817425,0.0,392002.0026390292,3010996249.4831734
2040,4403383750.379997,564644967.5841402,852877.3756853294,1896125.8507409315,0.0,392002.0026390291,4971169723.193203
2050,5150347534.732727,714232819.7156343,869445.4595727597,1984084.3700869232,0.0,392002.0026390292,5867825886.28066
