year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,2998031469.443757,61113966.839881495,780644.1066327838,1186955.7254348337,0.0,607552.4504901195,3061720588.566196
2030,2114844615.7171686,58514969.58186304,768953.626640498,1273552.806692467,0.0,919311.4801775775,2176321403.212542
2040,2948220319.8546743,150770814.53551558,838582.3244244361,1641241.7024676253,0.0,1036947.9483743943,3102507906.365456
2050,3355643160.7813826,196024524.38393408,895062.7209318365,1768595.1351461818,0.0,1064740.5261056458,3555396083.5475006
