year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,53637577.21851958,1070353.9463518148,52042940.44218559,79130381.6956557,30638067.60140562,60755245.049011946,277274565.95313025
2030,37827588.104071565,1024834.9411959877,51263575.109366536,84903520.44616462,30638067.60140562,91931148.01775774,297588734.2199621
2040,52654236.570511445,2640609.7440144434,55905488.294962406,109416113.49784194,30638067.601405617,103694794.83743943,354949310.5461753
2050,59895158.47879053,3433186.129216551,59670848.062122434,117906342.34307908,30638067.60140562,106474052.61056457,378017655.2251788
