year,scenario,utilization_rate,congestion_rate
2025,NT,0.630817221063459,0.5112390350877193
2030,NT,0.636406296313449,0.5164865288220551
2040,DE,0.643604483085748,0.5199718045112782
2040,GA,0.6387193389186296,0.5205592105263158
2040,NT,0.6427598435445049,0.5196585213032582
2050,DE,0.6477478382639956,0.5238878446115288
2050,GA,0.6417546293914795,0.5231829573934837
