year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,53637577.21851958,1070353.9463518148,52042940.44218559,79130381.6956557,30638067.60140562,60755245.049011946,277274565.95313025
2030,NT,37827588.104071565,1024834.9411959877,51263575.109366536,84903520.44616462,30638067.60140562,91931148.01775774,297588734.2199621
2040,DE,19888372.311101735,1105820.824145157,19327216.116606224,38275104.702540755,10212689.200468538,35033796.60299103,123842999.75785343
2040,GA,14190842.268894168,543402.4869436079,17552873.105207823,33854325.84944077,10212689.200468538,33827140.0465256,110181272.9574805
2040,NT,18575021.99051554,991386.4329256783,19025399.073148355,37286682.94586041,10212689.200468538,34833858.1879228,120925037.83084133
2050,DE,35328791.069582015,2202621.031856726,31271721.946140315,62485030.19740265,15319033.80070281,53708728.205155976,200315926.25084049
2050,GA,24566367.409208518,1230565.097359825,28399126.115982123,55421312.14567643,15319033.80070281,52765324.40540859,177701728.9743383
