year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,16393.65592041649,19,4,270200180.8225641
2030,95000,7321.608499039026,19,3,125479267.5501076
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
