,Building Generators (€),Building Transmission Lines (€),Building Batteries (€),Energy Production Cost (w/o Emissions) (€),CO2 Emissions Cost (€),Production Cost with Emissions (€),Load Shedding Cost (€),Curtailment Cost (€),Total Cost (€)
0,0.0,0.0,39526.064892362345,1646911504.2326343,937999518.006531,2584911022.239166,0.0,1056138106.5555027,3641088654.8595605
