year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,38464353.56993526,0.0,45737149.65596775,100484346.73537295,38308206.11648513,51513010.94851575
2030,27358240.129389018,0.0,47133301.77278034,103275018.36251831,38308206.11648513,78634076.31473812
2040,40162865.34729043,874594.5759852743,53408615.641524196,130489716.42954895,38308206.11648512,88264837.92140293
2050,49343289.06045827,723893.7535549332,57028367.11808169,139804156.940526,38308206.11648513,89442047.43235572
