scenario,year,dual_value
NT,2025,-675.6200776918163
NT,2030,-55.919704106184334
NT,2040,-3.9124244537662918
GA,2040,-1.5297884270160884
DE,2040,-5.076112765430758
GA,2050,-4.92647898461659
DE,2050,-159.735494792196
