year,num_buildout,capacity,investment_cost,cycles_per_year
2025,3,40177.89851155433,882263457.6702471,67.41926406176518
2030,0,40177.89851155433,0.0,68.14098685499879
2040,0,40177.89851155433,0.0,99.57833832901946
2050,0,40177.89851155433,0.0,125.16757646358143
