,Building Generators (€),Building Transmission Lines (€),Building Batteries (€),Energy Production Cost (w/o Emissions) (€),CO2 Emissions Cost (€),Production Cost with Emissions (€),Load Shedding Cost (€),Curtailment Cost (€),Total Cost (€)
0,90479241.09102376,0.0,4195198172.523358,8147209290.499059,4130830130.60363,12278039421.102688,0.0,157800330.5150107,16721517165.232082
