year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,7905550702.772014,10443175.785965733,598204.3215192603,1086954.3191293308,0.0,291316.92362209404,7917970354.12225
2030,6542215368.182296,927025.7225200662,722883.1745100031,1344341.9061968615,0.0,388422.5648294587,6545598041.550352
2040,7711699921.323136,20047867.418396287,808524.9104435038,1633762.0583638223,0.0,485528.2060368234,7734675603.916376
2050,8197642105.076206,98633922.9273909,813496.2699600721,1711082.6078334553,0.0,582575.292832998,8299383182.174225
