scenario,year,dual_value
NT,2025,-31402.348871437727
NT,2030,-31404.540774811805
NT,2040,-10459.81351582552
GA,2040,-10463.974410601948
DE,2040,-10441.158118244719
GA,2050,-15475.102005276627
DE,2050,-15501.69412607927
