year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,60900.664000000004,9540.88731402245,11,3,944812406.1494875,46425040.46282837,9285008.092565674,1804787956.8043058,742800647.4052539,2547588604.2095594,3492401010.359047
2025,coal,9478.786965467825,0.0,5,0,0.0,973765.5879948108,331080.2999182357,27457238.776641555,26486423.993458852,53943662.77010041,53943662.77010041
2025,offwind-ac,27469.304443667334,5750.206760447316,9,2,1056530739.6118048,36467541.28866831,0.0,547013.1193300247,0.0,547013.1193300247,1057077752.7311349
2025,onwind,64079.00668944659,36066.05257717692,11,6,3465438689.2528386,102345963.11377613,0.0,1535189.44670664,0.0,1535189.44670664,3466973878.6995454
2025,ror,5571.016495,5277.0,4,2,1578562966.9515445,37397835.33564296,0.0,0.0,0.0,0.0,1578562966.9515445
2025,solar,25414.038546077332,25414.038546077332,11,11,904792410.9102377,51520828.96679834,0.0,515208.2896679834,0.0,515208.2896679834,905307619.1999056
2030,CCGT,60900.664000000004,1310.468366174272,11,2,129772706.61274558,32783486.03939028,6556697.207878055,1274488991.0417883,524535776.6302445,1799024767.6720328,1928797474.2847784
2030,coal,9478.786965467825,0.0,5,0,0.0,831949.4837331162,282862.82446925953,23458454.38223226,22629025.957540765,46087480.33977303,46087480.33977303
2030,offwind-ac,27469.304443667334,3638.1836979588734,9,1,669562313.0876268,38853668.894222915,0.0,582805.0334133438,0.0,582805.0334133438,670145118.1210401
2030,onwind,64079.00668944659,16021.999254519476,11,2,1539488026.2257419,108050649.90978572,0.0,1620759.7486467832,0.0,1620759.7486467832,1541108785.9743886
2030,ror,5571.016495,0.0,4,0,0.0,37397835.33564296,0.0,0.0,0.0,0.0,0.0
2030,solar,25414.038546077332,21375.57969365383,11,8,761014911.1310835,77383774.29488291,0.0,773837.7429488291,0.0,773837.7429488291,761788748.8740323
2040,CCGT,60900.664000000004,0.0,11,0,0.0,48611609.049453825,9722321.809890766,1892256497.699038,777785744.7912613,2670042242.490299,2670042242.490299
2040,coal,9478.786965467825,0.0,5,0,0.0,2029697.710957253,690097.2217254661,57231324.84987041,55207777.73803729,112439102.5879077,112439102.5879077
2040,offwind-ac,27469.304443667334,0.0,9,0,0.0,44304220.38408689,0.0,664563.3057613034,0.0,664563.3057613034,664563.3057613034
2040,onwind,64079.00668944659,7666.034391617716,11,1,736597722.1101904,139273374.85447818,0.0,2089100.6228171682,0.0,2089100.6228171682,738686822.7330076
2040,ror,5571.016495,0.0,4,0,0.0,37397835.335642956,0.0,0.0,0.0,0.0,0.0
2040,solar,25414.038546077332,0.0,11,0,0.0,80532040.37799877,0.0,805320.4037799877,0.0,805320.4037799877,805320.4037799877
2050,CCGT,60900.664000000004,0.0,11,0,0.0,58678039.53319091,11735607.906638183,2287533895.348525,938848632.5310546,3226382527.87958,3226382527.87958
2050,coal,9478.786965467825,0.0,5,0,0.0,2670203.5404036404,907869.2037372378,75291648.31350264,72629536.29897903,147921184.61248168,147921184.61248168
2050,offwind-ac,27469.304443667334,0.0,9,0,0.0,46895412.208647475,0.0,703431.1831297121,0.0,703431.1831297121,703431.1831297121
2050,onwind,64079.00668944659,0.0,11,0,0.0,148606336.0030173,0.0,2229095.040045255,0.0,2229095.040045255,2229095.040045255
2050,ror,5571.016495,0.0,4,0,0.0,37397835.33564296,0.0,0.0,0.0,0.0,0.0
2050,solar,25414.038546077332,0.0,11,0,0.0,81050623.43578275,0.0,810506.2343578275,0.0,810506.2343578275,810506.2343578275
