line,scenario,year,utilization_rate,congestion_rate
88,DE,2040,0.9886032052062957,0.9196428571428572
88,DE,2050,0.9882230054099478,0.9107142857142857
88,GA,2040,0.9925141845295677,0.9434523809523809
88,GA,2050,0.9927490659666508,0.9575892857142857
88,NT,2025,1.0,1.0
88,NT,2030,0.9905532456499344,0.9099702380952381
88,NT,2040,0.9889383047606961,0.9285714285714286
89,DE,2040,0.9286961630453506,0.5037202380952381
89,DE,2050,0.934912234356941,0.5520833333333334
89,GA,2040,0.9146190897329645,0.390625
89,GA,2050,0.9218839782255576,0.45312500000000006
89,NT,2025,0.8076480497255826,0.07589285714285714
89,NT,2030,0.9200009439043478,0.390625
89,NT,2040,0.9259529200889814,0.49032738095238104
90,DE,2040,0.8970832459692925,0.5357142857142857
90,DE,2050,0.9008713715253189,0.5662202380952381
90,GA,2040,0.8903549827494855,0.4754464285714286
90,GA,2050,0.8942501795088079,0.4761904761904762
90,NT,2025,0.717890098110252,0.04836309523809525
90,NT,2030,0.8917258879590584,0.48660714285714285
90,NT,2040,0.8982369464495241,0.515625
91,DE,2040,0.9956826974489065,0.9642857142857143
91,DE,2050,0.996604929470403,0.9724702380952381
91,GA,2040,0.9943262371166082,0.955357142857143
91,GA,2050,0.9947232200416105,0.9605654761904763
91,NT,2025,0.9995465383873865,0.9977678571428572
91,NT,2030,0.9931879810110289,0.9501488095238096
91,NT,2040,0.9951062696289037,0.9627976190476191
92,DE,2040,0.7570860091193662,0.5424107142857144
92,DE,2050,0.7495185052433363,0.5453869047619048
92,GA,2040,0.7580338001486576,0.543154761904762
92,GA,2050,0.7775193475172885,0.5773809523809524
92,NT,2025,0.8425187489475567,0.7053571428571429
92,NT,2030,0.7088351983491777,0.47098214285714285
92,NT,2040,0.7567607849025569,0.5453869047619048
93,DE,2040,0.996125507102532,0.9665178571428572
93,DE,2050,0.9940008518901273,0.9516369047619048
93,GA,2040,0.9975632496018884,0.9806547619047621
93,GA,2050,0.9958837532081881,0.9620535714285715
93,NT,2025,0.9999832074063052,1.0
93,NT,2030,0.9995649054657433,0.9985119047619048
93,NT,2040,0.996455616609281,0.9694940476190476
95,DE,2040,0.9393286320003602,0.8125
95,DE,2050,0.9334525854480985,0.7991071428571429
95,GA,2040,0.9530080467247587,0.8541666666666666
