year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,275130974.75570893,9616088.392483909,769287071.3987128,1834842606.436652,2604129677.835365
2030,NT,295301363.95765793,6839560.032347316,547164802.5877852,1300924847.9490294,1848089650.5368147
2040,DE,368581275.6537788,11861474.295645151,948917943.651612,2221985466.574074,3170903410.2256856
2040,GA,327959671.26635796,8329277.671228047,666342213.6982439,1567886867.6588187,2234229081.3570623
2040,NT,359905386.21771693,11046505.127975501,883720410.23804,2069268086.4109082,2952988496.648948
2050,DE,397708741.4177129,14869390.041318191,1189551203.3054552,2781063596.3560715,3970614799.6615267
2050,GA,352888158.69565713,10417564.179432651,833405134.3546121,1952073555.8830495,2785478690.237662
