year,DE,GA,NT,Average
2025,,,2207.788582778207,2207.788582778207
2030,,,42.10485584454929,42.10485584454929
2040,18.00058893326095,11.913467066175745,16.635975427792243,15.516677142409646
2050,102.16024708721778,15.602781393833403,,58.88151424052559
