year,DE,GA,NT,Average
2025,,,46.88133455830127,46.88133455830127
2030,,,40.294554033091494,40.294554033091494
2040,42.71025235198732,39.26079863933727,42.41055492212038,41.46053530448166
2050,57.862173353786844,39.41884836586166,,48.64051085982425
