dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,103488,2046,1.9770408163265307
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,103488,672,0.6493506493506493
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,2,2.631578947368421
branch_flow_new_duals_max,178752,24766,13.854949874686717
branch_flow_new_duals_min,178752,64646,36.16518976011457
branch_flow_old_duals_max,178752,24715,13.82641872538489
branch_flow_old_duals_min,178752,64638,36.160714285714285
emissions_duals,7,0,0.0
gen_extension_duals,204,79,38.72549019607843
gen_output_new_duals,479808,355303,74.05107876483927
gen_output_old_duals,479808,355267,74.04357576363878
load_shedding_duals,103488,0,0.0
power_balance_duals,103488,103444,99.95748299319727
