year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,54,0.7305194805194805
2030,NT,7392,5,0.06764069264069264
2040,DE,7392,32,0.4329004329004329
2040,GA,7392,33,0.4464285714285714
2040,NT,7392,23,0.31114718614718617
2050,DE,7392,29,0.3923160173160173
2050,GA,7392,42,0.5681818181818182
