year,DE,GA,NT,Average
2025,,,51.50693790094172,51.50693790094172
2030,,,23.066964067223882,23.066964067223882
2040,40.16572255888753,18.051278407394904,23.35759999048823,27.19153365225689
2050,61.982251645724126,21.65075207207649,,41.81650185890031
