year,hour,ES1 0 CCGT,ES1 0 CCGT new,ES1 0 onwind,ES1 0 onwind new,PT1 0 CCGT,PT1 0 CCGT new,PT1 0 onwind,PT1 0 onwind new
2025,0,9275.684944166254,0.0,5319.767162859983,0.0,4145.0,7605.610502394853,734.0296211305774,0.0
2025,1,8083.9042756324125,0.0,4920.986298512491,0.0,4145.0,7605.610502394853,572.6280283446802,0.0
2025,2,6654.71318428842,0.0,4651.677668472011,0.0,4145.0,7605.610502394853,530.117812177009,0.0
2025,3,5854.212461334257,0.0,4298.965112479093,0.0,4145.0,7605.610502394853,512.9455297638184,0.0
2025,4,5440.972153783747,0.0,4198.93942937619,0.0,4145.0,7605.610502394853,540.754936528624,0.0
2025,5,5692.39072902025,0.0,3842.037820868217,0.0,4145.0,7605.610502394853,549.9653741975037,0.0
2025,6,5952.149389908103,0.0,3736.234950694466,0.0,4145.0,7605.610502394853,552.3085560482104,0.0
2025,7,5663.996958210551,0.0,3602.5916752355356,0.0,4145.0,7605.610502394853,469.29985371136985,0.0
2025,8,6070.0870822353445,0.0,3538.623604406482,0.0,4145.0,7605.610502394853,404.60670193867804,0.0
2025,9,8012.198061865509,0.0,3514.5589714413027,0.0,4145.0,7605.610502394853,391.50290493652636,0.0
2025,10,10587.111895071273,0.0,3188.339507833691,0.0,4145.0,7605.610502394853,238.883334687921,0.0
2025,11,11018.962308517659,0.0,3978.6661788293704,0.0,4145.0,7605.610502394853,287.67475638748266,0.0
2025,12,10835.29984840724,0.0,4879.478081417385,0.0,4145.0,7605.610502394853,309.5583574275742,0.0
2025,13,9802.982070925304,0.0,5402.804188986859,0.0,4145.0,7605.610502394853,446.1808216078293,0.0
2025,14,8332.143313070284,0.0,5362.353029819921,0.0,4145.0,7605.610502394853,599.0989840410901,0.0
2025,15,8298.95645939803,0.0,4845.728014774246,0.0,4145.0,7605.610502394853,685.0818608782041,0.0
2025,16,9879.521880080689,0.0,3985.5692540543987,0.0,4145.0,7605.610502394853,601.068774240542,0.0
2025,17,13629.311575516378,0.0,3916.4079474032123,0.0,4145.0,7605.610502394853,570.7133610784306,0.0
2025,18,15390.193796371414,0.0,3917.0046807333847,0.0,4145.0,7605.610502394853,506.047763984647,0.0
2025,19,16430.562553165266,0.0,3894.2012645097416,0.0,4145.0,7605.610502394853,479.7069549299791,0.0
2025,20,16902.324476738948,0.0,3927.3101621340884,0.0,4145.0,7605.610502394853,480.05144080239967,0.0
2025,21,11607.650934420944,0.0,4034.17875948556,0.0,4145.0,7605.610502394853,446.40450999144315,0.0
2025,22,14427.445373384304,0.0,3236.1280103770987,0.0,4145.0,7605.610502394853,430.6708508286072,0.0
2025,23,10746.938618944834,0.0,3710.9589243410815,0.0,4145.0,7605.610502394853,492.31811492441483,0.0
2025,24,7761.986776995999,0.0,4129.007087252249,0.0,4145.0,7605.610502394853,543.8869298059686,0.0
2025,25,5830.506484466012,0.0,4420.761190658602,0.0,4145.0,7605.610502394853,573.4649232076563,0.0
2025,26,4674.441932820104,0.0,4722.299028128876,0.0,4145.0,7605.610502394853,578.866835200057,0.0
2025,27,4683.113524034774,0.0,4717.591826495207,0.0,4145.0,7605.610502394853,479.65181651658645,0.0
2025,28,5123.3236216913465,0.0,4977.39444349567,0.0,4145.0,7605.610502394853,500.8222626520816,0.0
2025,29,7550.237690317515,0.0,5065.170047806531,0.0,4145.0,7605.610502394853,527.16636674749,0.0
2025,30,11566.549180727567,0.0,5229.071089813563,0.0,4145.0,7605.610502394853,455.8289717665832,0.0
2025,31,15271.74923871249,0.0,5321.451963235993,0.0,4145.0,7605.610502394853,365.6601816457762,0.0
2025,32,18727.56653913921,0.0,5444.208679095935,0.0,4145.0,7605.610502394853,329.4728944291782,0.0
2025,33,20685.980959374156,0.0,5617.395514475667,0.0,4145.0,7605.610502394853,299.28490830801246,0.0
2025,34,22210.369345641535,0.0,4755.304998800419,0.0,4145.0,7605.610502394853,151.72773870054925,0.0
2025,35,20500.66771498834,0.0,6372.981160334095,0.0,4145.0,7605.610502394853,97.46273561890676,0.0
2025,36,18912.043510142368,0.0,7315.92870256429,0.0,4145.0,7605.610502394853,87.6782466159439,0.0
2025,37,17623.063206615177,0.0,7981.728547372705,0.0,4145.0,7605.610502394853,78.75386926602704,0.0
2025,38,16621.974179058638,0.0,8194.275978105174,0.0,4145.0,7605.610502394853,82.6818938660499,0.0
2025,39,16414.744173923853,0.0,8129.223632810224,0.0,4145.0,7605.610502394853,94.25800680237238,0.0
2025,40,18137.822465712445,0.0,7230.582632435028,0.0,4145.0,7605.610502394853,130.1298111277919,0.0
2025,41,20843.399809049595,0.0,7663.235942021408,0.0,4145.0,7605.610502394853,261.38136445940773,0.0
2025,42,21099.622754399003,0.0,8056.302524870651,0.0,4145.0,7605.610502394853,414.51113802781657,0.0
2025,43,20693.68498694496,0.0,8189.956070321529,0.0,4145.0,7605.610502394853,556.9485405459709,0.0
2025,44,20087.15849394502,0.0,8133.232166214099,0.0,4145.0,7605.610502394853,644.3944053843007,0.0
2025,45,18039.56723384919,0.0,8041.991216911359,0.0,4145.0,7605.610502394853,724.6077573805575,0.0
2025,46,15774.6668500735,0.0,6690.114190742828,0.0,4145.0,7605.610502394853,911.1510111714191,0.0
2025,47,11979.475261869995,0.0,6541.636265043381,0.0,4145.0,7605.610502394853,1032.4029893911313,0.0
2025,48,9076.239349242334,0.0,6326.634221581635,0.0,4145.0,7605.610502394853,1115.1472087994034,0.0
2025,49,7609.963671886791,0.0,5896.857419059332,0.0,4145.0,7605.610502394853,1106.5014417182415,0.0
2025,50,6659.319123068992,0.0,5814.531592642195,0.0,4145.0,7605.610502394853,1152.9105920693544,0.0
2025,51,6576.767806552205,0.0,5704.12323250916,0.0,4145.0,7605.610502394853,1154.8991233010383,0.0
2025,52,6836.558975377384,0.0,5786.932377041689,0.0,4145.0,7605.610502394853,1190.5721863542717,0.0
2025,53,8969.903556452335,0.0,5710.640473846133,0.0,4145.0,7605.610502394853,1237.867223577225,0.0
2025,54,12947.249835310533,0.0,5501.205415009937,0.0,4145.0,7605.610502394853,1324.890749518986,0.0
2025,55,16921.668961582476,0.0,5048.537140574848,0.0,4145.0,7605.610502394853,1426.5671312012362,0.0
2025,56,20680.886597599514,0.0,4599.161838357315,0.0,4145.0,7605.610502394853,1490.9915445455165,0.0
2025,57,23144.687535238387,0.0,3682.8814889248306,0.0,4145.0,7605.610502394853,1409.9034435435528,0.0
2025,58,24774.752474069253,0.0,2294.012219129305,0.0,4145.0,7605.610502394853,1155.22011435209,0.0
2025,59,24845.782831853623,0.0,1777.9504219409807,0.0,4145.0,7605.610502394853,1051.2168462424086,0.0
2025,60,24566.034602001582,0.0,1491.273367718084,0.0,4145.0,7605.610502394853,1110.7678980109995,0.0
2025,61,23550.475033737624,0.0,1402.0737517162124,0.0,4145.0,7605.610502394853,1038.208521894446,0.0
2025,62,22901.478084879276,0.0,1424.0596846606477,0.0,4145.0,7605.610502394853,978.9301857303955,0.0
