snapshot,88,89,90,91,92,93,95,96,97,99,100,101,102,103,104,105,106,107,219,100 new,101 new,102 new,103 new,104 new,105 new,106 new,107 new,219 new,88 new,89 new,90 new,91 new,92 new,93 new,95 new,96 new,97 new,99 new
2013-01-01 00:00:00,-2189.658630928575,649.1614439950818,-2335.251558638005,-7775.522485338205,-1698.1026117405274,8267.078504526251,-5094.307835221583,-1867.6056944234824,2813.9978808399264,2253.032119521049,-11171.72770881926,3812.842977415482,-12154.839747195354,2176.040687346958,3334.6304057259094,-11333.485461339871,-3172.7706693046694,1698.1026117405274,-3003.820754243863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 01:00:00,-2189.658630928575,5103.931656395506,-2297.2576011548454,-7775.522485338205,-434.12595434197965,8267.078504526251,-5094.307835221583,4085.730129248779,-2434.1632183274373,-12646.3957663834,1277.4457115725018,6758.812177406474,-2444.2632614812665,-3396.205223481055,-8758.6345237143,-11106.917755056114,-3172.7706693046694,-1698.1026117405274,-7826.440695985004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 02:00:00,-2189.658630928575,5182.046330208776,-2774.388675002644,-7775.522485338205,239.88505200490363,8267.078504526251,-5094.307835221583,3869.035146451006,-2559.0920671510503,-12646.3957663834,1480.253556899992,6792.41044696211,-3495.252849440816,-3396.205223481055,-8758.6345237143,-10228.552224381774,-3172.7706693046694,-1698.1026117405274,-8001.016794178157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 03:00:00,-2189.658630928575,5247.541701676305,-3097.87161518465,-7775.522485338205,646.8696246954066,8267.078504526251,-5094.307835221583,3703.5951563276794,-2623.209383404611,-12646.3957663834,1791.4479053424693,6734.855802795261,-4232.782042134962,-3396.205223481055,-8758.6345237143,-9724.130446704807,-3172.7706693046694,-1698.1026117405274,-8061.908820885692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 04:00:00,-2189.658630928575,5307.733554804329,-3438.4459999624924,-7775.522485338205,1125.0172922694617,8267.078504526251,-5094.307835221583,3511.445062748824,-2658.6443977962185,-12646.3957663834,2179.6255497353777,6563.619860254802,-4871.089691930323,-3396.205223481055,-8758.6345237143,-9410.395470299847,-3172.7706693046694,-1698.1026117405274,-7986.4364930977645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 05:00:00,-2189.658630928575,5325.700793471172,-3458.1927844274587,-7775.522485338205,1088.2117471152267,8267.078504526251,-5094.307835221583,3524.456763713475,-2626.9994601557732,-12646.3957663834,2414.5355754994744,6491.199807536307,-5065.985330151755,-3396.205223481055,-8758.6345237143,-9323.428854345097,-3172.7706693046694,-1698.1026117405274,-7957.996456604069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 06:00:00,-2189.658630928575,5308.276932814496,-3515.2261433781014,-7775.522485338205,1050.9332746408797,8267.078504526251,-5094.307835221583,3565.4139977814702,-2574.6523166622787,-12646.3957663834,2590.227739034952,6467.9272248187435,-5144.664837086561,-3396.205223481055,-8758.6345237143,-9349.524890265293,-3172.7706693046694,-1698.1026117405274,-7976.5878770087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 07:00:00,-2189.658630928575,5316.394756671986,-3704.1543702724293,-7775.522485338205,1222.7652038715612,8267.078504526251,-5094.307835221583,3573.691664758655,-2592.0524754725197,-12646.3957663834,2796.804107100057,6432.920244198746,-5315.409107396139,-3396.205223481055,-8758.6345237143,-9359.089275035083,-3172.7706693046694,-1698.1026117405274,-7907.225412264235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 08:00:00,-2189.658630928575,5439.699862126047,-4134.844751939971,-7775.522485338205,1652.7851202462878,8267.078504526251,-5094.307835221583,3417.751353911948,-2614.891868588377,-12646.3957663834,2573.5722846210083,6721.578126608379,-5472.190517360887,-3396.205223481055,-8758.6345237143,-8988.486321541082,-3172.7706693046694,-1698.1026117405274,-7990.172728912139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 09:00:00,-2189.658630928575,5258.761664856763,-4173.399872674756,-7775.522485338205,1698.1026117405274,8267.078504526251,-5094.307835221583,3618.6964664110455,-2470.9557991048105,-12646.3957663834,2345.1607219382713,6792.41044696211,-5598.235087954958,-3396.205223481055,-8758.6345237143,-8979.581451725044,-3172.7706693046694,-1698.1026117405274,-7988.201381654875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 10:00:00,-2189.658630928575,5653.640293055246,-4219.506542939076,-7775.522485338205,1428.2718534021858,8267.078504526251,-5094.307835221583,3294.514069205896,-2243.437311032453,-12646.3957663834,2034.8793717136214,6792.41044696211,-5197.130371803016,-3396.205223481055,-8758.6345237143,-9179.86960829317,-3172.7706693046694,-1698.1026117405274,-7499.15670336883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
