year,week,hour,branch,bound,dual_value
2025,21,83,35,max,0.0
2025,21,84,35,min,0.0
2025,21,84,35,max,0.0
2025,21,85,35,min,0.0
2025,21,85,35,max,0.0
2025,21,86,35,min,0.0
2025,21,86,35,max,0.0
2025,21,87,35,min,0.0
2025,21,87,35,max,0.0
2025,21,88,35,min,0.0
2025,21,88,35,max,0.0
2025,21,89,35,min,0.0
2025,21,89,35,max,0.0
2025,21,90,35,min,0.0
2025,21,90,35,max,0.0
2025,21,91,35,min,0.0
2025,21,91,35,max,0.0
2025,21,92,35,min,0.0
2025,21,92,35,max,0.0
2025,21,93,35,min,0.0
2025,21,93,35,max,0.0
2025,21,94,35,min,0.0
2025,21,94,35,max,0.0
2025,21,95,35,min,0.0
2025,21,95,35,max,0.0
2025,21,96,35,min,0.0
2025,21,96,35,max,0.0
2025,21,97,35,min,0.0
2025,21,97,35,max,0.0
2025,21,98,35,min,0.0
2025,21,98,35,max,0.0
2025,21,99,35,min,0.0
2025,21,99,35,max,0.0
2025,21,100,35,min,0.0
2025,21,100,35,max,0.0
2025,21,101,35,min,0.0
2025,21,101,35,max,0.0
2025,21,102,35,min,0.0
2025,21,102,35,max,0.0
2025,21,103,35,min,0.0
2025,21,103,35,max,0.0
2025,21,104,35,min,0.0
2025,21,104,35,max,0.0
2025,21,105,35,min,0.0
2025,21,105,35,max,0.0
2025,21,106,35,min,0.0
2025,21,106,35,max,0.0
2025,21,107,35,min,0.0
2025,21,107,35,max,0.0
2025,21,108,35,min,0.0
2025,21,108,35,max,0.0
2025,21,109,35,min,0.0
2025,21,109,35,max,0.0
2025,21,110,35,min,0.0
2025,21,110,35,max,0.0
2025,21,111,35,min,0.0
2025,21,111,35,max,0.0
2025,21,112,35,min,0.0
2025,21,112,35,max,0.0
2025,21,113,35,min,0.0
2025,21,113,35,max,0.0
2025,21,114,35,min,0.0
2025,21,114,35,max,0.0
2025,21,115,35,min,0.0
2025,21,115,35,max,0.0
2025,21,116,35,min,0.0
2025,21,116,35,max,0.0
2025,21,117,35,min,0.0
2025,21,117,35,max,0.0
2025,21,118,35,min,0.0
2025,21,118,35,max,0.0
2025,21,119,35,min,0.0
2025,21,119,35,max,0.0
2025,21,120,35,min,0.0
2025,21,120,35,max,0.0
2025,21,121,35,min,0.0
2025,21,121,35,max,0.0
2025,21,122,35,min,0.0
2025,21,122,35,max,0.0
2025,21,123,35,min,0.0
2025,21,123,35,max,0.0
2025,21,124,35,min,0.0
2025,21,124,35,max,0.0
2025,21,125,35,min,0.0
2025,21,125,35,max,0.0
2025,21,126,35,min,0.0
2025,21,126,35,max,0.0
2025,21,127,35,min,0.0
2025,21,127,35,max,0.0
2025,21,128,35,min,0.0
2025,21,128,35,max,0.0
2025,21,129,35,min,0.0
2025,21,129,35,max,0.0
2025,21,130,35,min,0.0
2025,21,130,35,max,0.0
2025,21,131,35,min,0.0
2025,21,131,35,max,0.0
2025,21,132,35,min,0.0
2025,21,132,35,max,0.0
2025,21,133,35,min,0.0
2025,21,133,35,max,0.0
2025,21,134,35,min,0.0
2025,21,134,35,max,0.0
2025,21,135,35,min,0.0
2025,21,135,35,max,0.0
2025,21,136,35,min,0.0
2025,21,136,35,max,0.0
2025,21,137,35,min,0.0
2025,21,137,35,max,0.0
2025,21,138,35,min,0.0
2025,21,138,35,max,0.0
2025,21,139,35,min,0.0
2025,21,139,35,max,0.0
2025,21,140,35,min,0.0
2025,21,140,35,max,0.0
2025,21,141,35,min,0.0
2025,21,141,35,max,0.0
2025,21,142,35,min,0.0
2025,21,142,35,max,0.0
2025,21,143,35,min,0.0
2025,21,143,35,max,0.0
2025,21,144,35,min,0.0
2025,21,144,35,max,0.0
2025,21,145,35,min,0.0
2025,21,145,35,max,0.0
2025,21,146,35,min,0.0
2025,21,146,35,max,0.0
2025,21,147,35,min,0.0
2025,21,147,35,max,0.0
2025,21,148,35,min,0.0
2025,21,148,35,max,0.0
2025,21,149,35,min,0.0
2025,21,149,35,max,0.0
2025,21,150,35,min,0.0
2025,21,150,35,max,0.0
2025,21,151,35,min,0.0
2025,21,151,35,max,0.0
2025,21,152,35,min,0.0
2025,21,152,35,max,0.0
2025,21,153,35,min,0.0
2025,21,153,35,max,0.0
2025,21,154,35,min,0.0
2025,21,154,35,max,0.0
2025,21,155,35,min,0.0
2025,21,155,35,max,0.0
2025,21,156,35,min,0.0
2025,21,156,35,max,0.0
2025,21,157,35,min,0.0
2025,21,157,35,max,0.0
2025,21,158,35,min,0.0
2025,21,158,35,max,0.0
2025,21,159,35,min,0.0
2025,21,159,35,max,0.0
2025,21,160,35,min,0.0
2025,21,160,35,max,0.0
2025,21,161,35,min,0.0
2025,21,161,35,max,0.0
2025,21,162,35,min,0.0
2025,21,162,35,max,0.0
2025,21,163,35,min,0.0
2025,21,163,35,max,0.0
2025,21,164,35,min,0.0
2025,21,164,35,max,0.0
2025,21,165,35,min,0.0
2025,21,165,35,max,0.0
2025,21,166,35,min,0.0
2025,21,166,35,max,0.0
2025,21,167,35,min,0.0
2025,21,167,35,max,0.0
2025,42,0,35,min,0.0
2025,42,0,35,max,0.0
2025,42,1,35,min,0.0
2025,42,1,35,max,0.0
2025,42,2,35,min,0.0
2025,42,2,35,max,0.0
2025,42,3,35,min,0.0
2025,42,3,35,max,0.0
2025,42,4,35,min,0.0
2025,42,4,35,max,0.0
2025,42,5,35,min,0.0
2025,42,5,35,max,0.0
