year,week,hour,branch,bound,dual_value
2025,42,6,35,min,0.0
2025,42,6,35,max,0.0
2025,42,7,35,min,0.0
2025,42,7,35,max,0.0
2025,42,8,35,min,0.0
2025,42,8,35,max,0.0
2025,42,9,35,min,0.0
2025,42,9,35,max,0.0
2025,42,10,35,min,0.0
2025,42,10,35,max,0.0
2025,42,11,35,min,0.0
2025,42,11,35,max,0.0
2025,42,12,35,min,0.0
2025,42,12,35,max,0.0
2025,42,13,35,min,0.0
2025,42,13,35,max,0.0
2025,42,14,35,min,0.0
2025,42,14,35,max,0.0
2025,42,15,35,min,0.0
2025,42,15,35,max,0.0
2025,42,16,35,min,0.0
2025,42,16,35,max,0.0
2025,42,17,35,min,0.0
2025,42,17,35,max,0.0
2025,42,18,35,min,0.0
2025,42,18,35,max,0.0
2025,42,19,35,min,0.0
2025,42,19,35,max,0.0
2025,42,20,35,min,0.0
2025,42,20,35,max,0.0
2025,42,21,35,min,0.0
2025,42,21,35,max,0.0
2025,42,22,35,min,0.0
2025,42,22,35,max,0.0
2025,42,23,35,min,0.0
2025,42,23,35,max,0.0
2025,42,24,35,min,0.0
2025,42,24,35,max,0.0
2025,42,25,35,min,0.0
2025,42,25,35,max,0.0
2025,42,26,35,min,0.0
2025,42,26,35,max,0.0
2025,42,27,35,min,0.0
2025,42,27,35,max,0.0
2025,42,28,35,min,0.0
2025,42,28,35,max,0.0
2025,42,29,35,min,0.0
2025,42,29,35,max,0.0
2025,42,30,35,min,0.0
2025,42,30,35,max,0.0
2025,42,31,35,min,0.0
2025,42,31,35,max,0.0
2025,42,32,35,min,0.0
2025,42,32,35,max,0.0
2025,42,33,35,min,0.0
2025,42,33,35,max,0.0
2025,42,34,35,min,0.0
2025,42,34,35,max,0.0
2025,42,35,35,min,0.0
2025,42,35,35,max,0.0
2025,42,36,35,min,0.0
2025,42,36,35,max,0.0
2025,42,37,35,min,0.0
2025,42,37,35,max,0.0
2025,42,38,35,min,0.0
2025,42,38,35,max,0.0
2025,42,39,35,min,0.0
2025,42,39,35,max,0.0
2025,42,40,35,min,0.0
2025,42,40,35,max,0.0
2025,42,41,35,min,0.0
2025,42,41,35,max,0.0
2025,42,42,35,min,0.0
2025,42,42,35,max,0.0
2025,42,43,35,min,0.0
2025,42,43,35,max,0.0
2025,42,44,35,min,0.0
2025,42,44,35,max,0.0
2025,42,45,35,min,0.0
2025,42,45,35,max,0.0
2025,42,46,35,min,0.0
2025,42,46,35,max,0.0
2025,42,47,35,min,0.0
2025,42,47,35,max,0.0
2025,42,48,35,min,0.0
2025,42,48,35,max,0.0
2025,42,49,35,min,0.0
2025,42,49,35,max,0.0
2025,42,50,35,min,0.0
2025,42,50,35,max,0.0
2025,42,51,35,min,0.0
2025,42,51,35,max,0.0
2025,42,52,35,min,0.0
2025,42,52,35,max,0.0
2025,42,53,35,min,0.0
2025,42,53,35,max,0.0
2025,42,54,35,min,0.0
2025,42,54,35,max,0.0
2025,42,55,35,min,0.0
2025,42,55,35,max,0.0
2025,42,56,35,min,0.0
2025,42,56,35,max,0.0
2025,42,57,35,min,0.0
2025,42,57,35,max,0.0
2025,42,58,35,min,0.0
2025,42,58,35,max,0.0
2025,42,59,35,min,0.0
2025,42,59,35,max,0.0
2025,42,60,35,min,0.0
2025,42,60,35,max,0.0
2025,42,61,35,min,0.0
2025,42,61,35,max,0.0
2025,42,62,35,min,0.0
2025,42,62,35,max,0.0
2025,42,63,35,min,0.0
2025,42,63,35,max,0.0
2025,42,64,35,min,0.0
2025,42,64,35,max,0.0
2025,42,65,35,min,0.0
2025,42,65,35,max,0.0
2025,42,66,35,min,0.0
2025,42,66,35,max,0.0
2025,42,67,35,min,0.0
2025,42,67,35,max,0.0
2025,42,68,35,min,0.0
2025,42,68,35,max,0.0
2025,42,69,35,min,0.0
2025,42,69,35,max,0.0
2025,42,70,35,min,0.0
2025,42,70,35,max,0.0
2025,42,71,35,min,0.0
2025,42,71,35,max,0.0
2025,42,72,35,min,0.0
2025,42,72,35,max,0.0
2025,42,73,35,min,0.0
2025,42,73,35,max,0.0
2025,42,74,35,min,0.0
2025,42,74,35,max,0.0
2025,42,75,35,min,0.0
2025,42,75,35,max,0.0
2025,42,76,35,min,0.0
2025,42,76,35,max,0.0
2025,42,77,35,min,0.0
2025,42,77,35,max,0.0
2025,42,78,35,min,0.0
2025,42,78,35,max,0.0
2025,42,79,35,min,0.0
2025,42,79,35,max,0.0
2025,42,80,35,min,0.0
2025,42,80,35,max,0.0
2025,42,81,35,min,0.0
2025,42,81,35,max,0.0
2025,42,82,35,min,0.0
2025,42,82,35,max,0.0
2025,42,83,35,min,0.0
2025,42,83,35,max,0.0
2025,42,84,35,min,0.0
2025,42,84,35,max,0.0
2025,42,85,35,min,0.0
2025,42,85,35,max,0.0
2025,42,86,35,min,0.0
2025,42,86,35,max,0.0
2025,42,87,35,min,0.0
2025,42,87,35,max,0.0
2025,42,88,35,min,0.0
2025,42,88,35,max,0.0
2025,42,89,35,min,0.0
2025,42,89,35,max,0.0
2025,42,90,35,min,0.0
2025,42,90,35,max,0.0
2025,42,91,35,min,0.0
2025,42,91,35,max,0.0
2025,42,92,35,min,0.0
2025,42,92,35,max,0.0
2025,42,93,35,min,0.0
2025,42,93,35,max,0.0
2025,42,94,35,min,0.0
2025,42,94,35,max,0.0
2025,42,95,35,min,0.0
2025,42,95,35,max,0.0
2025,42,96,35,min,0.0
2025,42,96,35,max,0.0
2025,42,97,35,min,0.0
2025,42,97,35,max,0.0
2025,42,98,35,min,0.0
2025,42,98,35,max,0.0
2025,42,99,35,min,0.0
2025,42,99,35,max,0.0
2025,42,100,35,min,0.0
2025,42,100,35,max,0.0
2025,42,101,35,min,0.0
2025,42,101,35,max,0.0
2025,42,102,35,min,0.0
2025,42,102,35,max,0.0
2025,42,103,35,min,0.0
2025,42,103,35,max,0.0
2025,42,104,35,min,0.0
2025,42,104,35,max,0.0
2025,42,105,35,min,0.0
2025,42,105,35,max,0.0
2025,42,106,35,min,0.0
2025,42,106,35,max,0.0
2025,42,107,35,min,0.0
2025,42,107,35,max,0.0
2025,42,108,35,min,0.0
2025,42,108,35,max,0.0
2025,42,109,35,min,0.0
2025,42,109,35,max,0.0
2025,42,110,35,min,0.0
2025,42,110,35,max,0.0
2025,42,111,35,min,0.0
2025,42,111,35,max,0.0
2025,42,112,35,min,0.0
2025,42,112,35,max,0.0
2025,42,113,35,min,0.0
2025,42,113,35,max,0.0
2025,42,114,35,min,0.0
2025,42,114,35,max,0.0
2025,42,115,35,min,0.0
2025,42,115,35,max,0.0
2025,42,116,35,min,0.0
2025,42,116,35,max,0.0
2025,42,117,35,min,0.0
2025,42,117,35,max,0.0
2025,42,118,35,min,0.0
2025,42,118,35,max,0.0
2025,42,119,35,min,0.0
2025,42,119,35,max,0.0
2025,42,120,35,min,0.0
2025,42,120,35,max,0.0
2025,42,121,35,min,0.0
2025,42,121,35,max,0.0
2025,42,122,35,min,0.0
2025,42,122,35,max,0.0
2025,42,123,35,min,0.0
2025,42,123,35,max,0.0
2025,42,124,35,min,0.0
2025,42,124,35,max,0.0
2025,42,125,35,min,0.0
2025,42,125,35,max,0.0
2025,42,126,35,min,0.0
2025,42,126,35,max,0.0
2025,42,127,35,min,0.0
2025,42,127,35,max,0.0
2025,42,128,35,min,0.0
2025,42,128,35,max,0.0
