year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,2185852157.05828,775540317.6941884,874384.552617596,1438198.1896878832,0.0,611085.5940130838,2964316143.0887866
2030,1899896946.556588,578362248.2093254,779927.9610688738,1348046.69973919,0.0,1018475.9900218063,2481405645.4167433
2040,2740651783.222369,815524503.6446047,732606.5365356471,1372517.2002606185,0.0,1396826.4778448318,3559678237.081615
2050,3357261165.188707,1009160825.9025741,768589.6805731332,1436973.6940256334,0.0,1409136.297232259,4370036690.763113
