year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,39049826.64263378,13999688.465569837,58292303.50783995,95879879.31252557,4195183.521741388,61108559.401308954,272525440.8516195
2030,NT,33915199.44223,10440322.84388586,51995197.40459177,89869779.98261267,4173692.1098350678,101847599.00218157,292241790.7853369
2040,DE,18437969.537231296,5890820.10394505,16736271.75588848,31750512.71620961,1391828.0753311762,47009759.400158785,121217161.5887644
2040,GA,13214698.98078629,3520234.659628669,15615518.920834951,28576064.406529043,1391828.0753311762,45842902.56147181,108161247.60458194
2040,NT,17236823.652620267,5310409.390614757,16488645.092319882,31174569.561302584,1398394.5072471295,46829985.82285388,118438828.02695851
2050,DE,35248332.91009572,11025239.163498798,26559972.296732705,50051481.66276025,2096643.9679063011,70944530.4965026,195926200.49749637
2050,GA,24590453.749491114,7191656.659916193,24679339.741476357,45746764.60561531,2097591.760870694,69969099.2267246,174274905.74409425
