year,num_buildout,capacity,investment_cost,cycles_per_year
2025,2,250.72684699577968,5505692.013673662,238.25813085040411
2030,2,705.0020487399846,9975395.0572958,190.64800322154173
2040,2,7946.60628620336,159017843.8971019,254.51142266910975
2050,2,32944.69542477496,548931163.0423552,185.4062694990112
