year,num_buildout,capacity,investment_cost,cycles_per_year
2025,3,36656.038267409866,804927192.9191997,67.32699305110008
2030,0,36656.038267409866,0.0,93.3438121880302
2040,0,36656.038267409866,0.0,113.4373816797387
2050,0,36656.038267409866,0.0,129.17399203801705
