year,DE,GA,NT,Average
2025,,,50.79132243963536,50.79132243963536
2030,,,43.94385123004858,43.94385123004858
2040,47.55674445554098,43.26953967754696,46.20978215880567,45.67868876396454
2050,65.1730602717039,43.931144709318346,,54.552102490511125
