,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,62.171,113.025,489,89.88970588235294,0.4725185528756957
99,5096.618,5147.471,20,3.6764705882352944,0.01932591218305504
98,5045.765,5096.618,11,2.0220588235294117,0.010629251700680272
97,4994.912,5045.765,9,1.6544117647058825,0.008696660482374767
37,1943.733,1994.586,5,0.9191176470588236,0.00483147804576376
38,1994.586,2045.439,5,0.9191176470588236,0.00483147804576376
96,4944.059,4994.912,3,0.5514705882352942,0.0028988868274582563
95,4893.206,4944.059,1,0.1838235294117647,0.000966295609152752
36,1892.88,1943.733,1,0.1838235294117647,0.000966295609152752
2,163.878,214.731,0,0.0,0.0
