year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,14784,108,0.7305194805194805
2030,NT,14784,148,1.001082251082251
2040,DE,14784,172,1.1634199134199135
2040,GA,14784,158,1.0687229437229437
2040,NT,14784,228,1.5422077922077921
2050,DE,14784,257,1.7383658008658007
2050,GA,14784,92,0.6222943722943723
